	10776.Healthy	10850.Healthy	10543.Healthy	10246.Healthy	10156.Gastrectomy	10684.Healthy	10463.Healthy	10100.Healthy	10342.Gastrectomy	10357.Healthy	10234.Gastrectomy	10537.Healthy	10304.Healthy	10701.Healthy	10197.Healthy	10486.Healthy	10132.Healthy	10680.Gastrectomy	10036.Healthy	10487.Healthy	10166.Gastrectomy	10317.Healthy	10183.Healthy	10791.Gastrectomy	10319.Gastrectomy	10208.Healthy	10554.Gastrectomy	10465.Healthy	10784.Healthy	10341.Healthy	10114.Healthy	10558.Gastrectomy	10215.Healthy	10794.Healthy	10423.Gastrectomy	10207.Healthy	10112.Gastrectomy	10205.Gastrectomy	10354.Healthy	10741.Healthy	10632.Healthy	10107.Healthy	10696.Gastrectomy	10538.Gastrectomy	10623.Gastrectomy	10360.Gastrectomy	10258.Healthy	10673.Gastrectomy	10192.Gastrectomy	10657.Healthy	10064.Gastrectomy	10433.Gastrectomy	10025.Healthy	10037.Healthy	10257.Gastrectomy	10060.Healthy	10297.Gastrectomy	10378.Healthy	10244.Healthy	10291.Gastrectomy	10647.Healthy	10501.Gastrectomy	10250.Healthy	10519.Healthy	10540.Gastrectomy	10733.Healthy	10219.Healthy	10563.Gastrectomy	10369.Gastrectomy	10355.Gastrectomy	10058.Healthy	10176.Gastrectomy	10048.Healthy	10451.Gastrectomy	10751.Gastrectomy	10105.Healthy	10703.Gastrectomy	10599.Gastrectomy	10080.Healthy	10807.Healthy	10395.Gastrectomy	10742.Gastrectomy	10321.Gastrectomy	10302.Healthy	10810.Gastrectomy	10167.Gastrectomy	10659.Healthy	10231.Healthy	10690.Gastrectomy	10457.Gastrectomy	10698.Healthy	10782.Gastrectomy	10340.Healthy	10189.Gastrectomy	10226.Healthy	10106.Healthy
C02679_Dodecanoate	244.7448724	155.7815918	111.917277	267.6018291	0.0	54.82157649	0.0	114.2670605	1214.048518	98.20905959	578.5478973999999	38.74421651	0.0	57.90893733	0.0	0.0	132.76511029999998	0.0	190.2174443	162.7559801	0.0	57.38827441	63.82778334	286.0	0.0	0.0	0.0	0.0	104.91913170000001	124.69844640000001	132.5036358	0.0	155.17171969999995	124.7461383	0.0	0.0	0.0	161.2868736	729.2274932999999	179.8931245	0.0	1314.464558	0.0	0.0	0.0	0.0	0.0	0.0	625.0905186000001	60.38352023	0.0	0.0	508.0175925	123.4291347	104.7927078	105.8269055	274.6076807	1090.323464	0.0	0.0	294.8004981	544.8649062000002	269.2234238	927.5724146	0.0	183.9712357	236.96993799999998	0.0	0.0	2672.662218	0.0	0.0	129.8030561	0.0	0.0	151.671044	0.0	0.0	0.0	120.17771570000001	0.0	0.0	10191.198890000001	89.08901824	1783.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.07699479	1059.3802660000001	94.93478794	0.0
C02693_Indole-3-acetamide	0.0	0.0	89.84729428	85.11170219	0.0	176.0835555	244.5733489	0.0	153.52149269999995	125.1798294	0.0	0.0	200.09521030000002	0.0	658.0	0.0	0.0	0.0	129.3130277	122.8533215	0.0	0.0	299.3031332	0.0	0.0	0.0	0.0	168.42198090000005	0.0	266.30720279999997	0.0	0.0	0.0	0.0	617.0	0.0	0.0	0.0	0.0	0.0	104.5457118	0.0	0.0	0.0	0.0	257.0	0.0	0.0	0.0	0.0	0.0	231.0	139.81580669999997	0.0	166.4892161	0.0	0.0	197.9397051	0.0	0.0	0.0	0.0	293.8107379	154.3538593	2371.0	0.0	0.0	0.0	293.0	184.4049983	0.0	0.0	0.0	266.0	0.0	178.1469565	0.0	308.0	0.0	1649.44595	0.0	0.0	137.8630513	0.0	0.0	0.0	222.77499730000002	0.0	0.0	502.0	0.0	0.0	208.2427043	0.0	0.0	0.0
C02703_Serine O-sulfate	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1169.8205619999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2092.856558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1623.48818	1371.331537	0.0	58480.9645	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1196.006152	0.0	0.0	813.2580652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C02704_Methyl sulfate	108.7827395	251.4051015	0.0	0.0	0.0	0.0	113.58368279999999	0.0	60.82901735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	141.27294609999996	0.0	0.0	0.0	107.8933342	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	432.6723352	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	237.39221170000002	176.7128697	0.0	0.0	0.0	0.0	0.0	0.0	651.4076549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	124.45630390000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118.865199	0.0
C02710_N-Acetylleucine	63.723159700000004	23.45374848	8.523829272	0.0	0.0	0.0	0.0	0.0	7.617286077999999	0.0	0.0	11.89149664	0.0	37.56966891	0.0	17.47009157	0.0	322.0	0.0	27.70590849	88.0	22.64613502	15.75758569	0.0	1084.0	66.53944942	0.0	17.35220643	66.02972468	0.0	0.0	87.0	0.0	0.0	0.0	0.0	69.0	0.0	0.0	0.0	0.0	46.23196946	109.0	245.0	0.0	113.0	33.29498283	198.0	0.0	21.28776079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.12641157	0.0	324.0	0.0	8.759423508	17.08985037	13.66141652	0.0	0.0	0.0	87.0	293.0	23.96448771	0.0	119.0	0.0	145.0	0.0	0.0	0.0	0.0	0.0	0.0	139.0	0.0	39.52981024	0.0	0.0	103.0	0.0	28.75231738	0.0	99.0	44.35717157	0.0	10.31483815	0.0	0.0	0.0
C02712_N-Acetylmethionine	0.0	0.0	0.0	0.0	72.0	21.99924065	0.0	0.0	25.99246854	0.0	0.0	35.6231432	24.28089187	22.76947149	0.0	0.0	0.0	80.0	0.0	22.89181686	89.0	0.0	0.0	0.0	685.0	0.0	0.0	0.0	35.46046829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	35.05682357	0.0	0.0	0.0	0.0	0.0	111.0	0.0	36.0	0.0	0.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	40.96183546	0.0	363.0	0.0	0.0	0.0	0.0	73.0	0.0	0.0	0.0	278.0	21.38619109	0.0	0.0	0.0	45.0	0.0	0.0	0.0	54.0	0.0	7.843235362000001	25.0	75.0	32.48764394	0.0	0.0	49.0	26.1851792	0.0	0.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0
C02713_N-Acetylmuramate	0.0	0.0	0.0	0.0	0.0	21.97683127	76.28792512	108.04411029999999	32.27655868	0.0	0.0	0.0	28.49658989	0.0	0.0	0.0	0.0	881.0	0.0	68.72860794	1440.0	0.0	0.0	44.0	384.0	0.0	0.0	0.0	50.49551434	0.0	0.0	85.0	0.0	71.22273773	0.0	0.0	0.0	0.0	0.0	0.0	98.61338073	0.0	1088.0	476.0	0.0	1569.0	0.0	97.0	0.0	0.0	0.0	415.0	80.60431546	0.0	23.17982117	0.0	0.0	70.69530413	0.0	475.0	0.0	0.0	0.0	57.44615147	0.0	0.0	0.0	325.0	1491.0	32.10522324	0.0	455.0	0.0	476.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.88002721	0.0	0.0	0.0	0.0	0.0	549.0	536.0	54.04416593	0.0	27.6518331	0.0	90.66510452	0.0
C02714_N-Acetylputrescine	1284.07744	79.06291390000001	98.15290946	683.7709312999998	789.0	31.62157449	978.9453361	407.1030209	12.46866095	69.12392558	2208.888389	2135.248295	233.55294930000002	9.433877521	447.0	4.5820984860000005	66.46372385	39.0	425.8040002	867.5852990000003	197.0	80.32027788	626.7389696	36.0	411.0	2684.453067000001	40.0	62.43495805	149.3054055	154.84824809999995	156.2635376	663.0	185.3655133	12.85122906	388.0	101.4747333	12.0	23.93313549	430.96558430000016	74.90163257	6.383620163	79.93689865	225.0	20.0	3439.0	437.0	826.3099874	1350.0	35.6098253	2576.835404	1171.0	18.0	354.82192010000006	243.19385240000003	18.27201302	293.9064841	3.5004600889999997	695.1232738	596.1081239	424.0	89.57230818	5.603494308999999	3815.0076280000003	32.42144934	1126.0	259.79815299999996	467.8591135	32.0	84.0	993.3492190999999	2054.472668	866.0	808.658599	49.0	201.0	34.03024649	49.0	1387.0	120.8394935	2730.580355	442.0	257.0	800.8064206	102.6262383	39.0	304.0	1831.347285	3784.2418799999996	67.0	7312.0	463.10371110000006	2205.0	329.2260846000001	6.464179808	259.5823123	936.2591276
C02721_N-Methylalanine	9.286536007999999	0.0	8.835520499	7.0588087139999995	12.0	20.88379995	9.476613802000001	12.76102679	12.67485922	7.276602773	27.50557286	0.0	0.0	19.25917774	0.0	27.42066708	0.0	57.0	10.35012216	56.61316387	37.0	48.99215615	6.705073934	47.0	33.0	11.51879085	0.0	22.42821034	6.24175921	11.48299879	8.611099643	36.0	16.71781069	24.22326812	0.0	16.41634407	52.0	5.704889099	0.0	0.0	33.67215923	0.0	49.0	26.0	0.0	43.0	12.87803315	0.0	7.7011821860000005	7.175233424	36.0	34.0	9.262251859	6.192283289	22.41815667	7.366292197000001	10.64430818	8.250849872	27.58616524	0.0	9.220851073	30.02468064	19.95009521	14.9643573	19.0	0.0	8.829226216	38.0	50.0	11.3536274	9.654308558	25.0	5.02292179	28.0	0.0	5.676710024	23.0	0.0	0.0	7.205076735	0.0	0.0	8.218025612	16.74285744	22.0	0.0	0.0	25.63794627	32.0	26.0	8.939143615	0.0	16.98508683	6.651290277999999	14.964178099999998	6.57972714
C02727_N-epsilon-Acetyllysine	41.74699617	11.70059513	25.79208951	33.10508230000001	16.0	41.41438673	68.16194645	23.31939280000001	31.32319758	13.117103899999998	16.53292189	50.42410382	22.454995699999998	31.73124676	134.0	30.70274687	0.0	39.0	29.32985366	23.8136722	35.0	26.20778349	13.33152134	32.0	38.0	21.86668239	12.0	28.98306545	33.05917204	27.84278646	18.57455953	24.0	25.99968448	27.44520327	39.0	13.82678508	26.0	13.81709716	71.42102843	22.83856454	27.46614563	9.269978343	51.0	268.0	19.0	19.0	19.01872922	28.0	50.40125786	32.39484073	32.0	34.0	22.49998765	40.06639009	31.06027467	34.92075137	19.36881742	23.71720933	34.45503796	35.0	23.18937971	21.09397272	30.95419277	17.13108171	43.0	11.96157942	12.19701833	19.0	49.0	18.6829548	20.81123631	42.0	15.00610363	42.0	0.0	55.11792282	14.0	48.0	30.35120417	15.11333015	23.0	53.0	63.52000128	16.86665363	19.0	0.0	34.59543622	53.17535285	27.0	49.0	23.58394486	35.0	20.72937019	23.09014369	35.58176329	11.71867445
C02735_Phenylethanolamine	35.96327764	0.0	50.80598399	151.0095065	0.0	21.11294955	0.0	0.0	0.0	0.0	0.0	0.0	69.05353725	66.41162309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.42418343	11.61480093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.8356835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.15323023	145.15795469999995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132.3896742	0.0	0.0	223.21445269999998	0.0	0.0	0.0	15.26087253	0.0	0.0	0.0	0.0	0.0
C02787_Isobutylamine	0.0	0.0	0.0	116.4865612	0.0	0.0	36.60291018	0.0	0.0	0.0	0.0	17.50304695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.68032536	0.0	0.0	29.88418913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.23676887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	92.48622828	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.035474100000005	0.0	0.0	0.0	0.0	0.0	0.0	20.47773046	0.0	0.0	0.0	0.0	38.30817027	0.0	0.0	0.0	120.51327309999999	0.0	0.0	0.0	0.0	19.47433313	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.08398839	0.0	0.0
C02835_Imidazole-4-acetate	47.51853487	7.099731286	14.37279874	0.0	42.0	0.0	49.11107253	19.63426962	0.0	21.51426481	47.94302511	31.82947467	0.0	40.36263836	48.0	34.94137674	7.855880401	32.0	9.568249224	24.73262661	20.0	29.69329097	0.0	36.0	29.0	20.50677924	0.0	35.51557749	9.737367019	14.38748662	0.0	67.0	0.0	35.65712665	18.0	0.0	63.0	14.722455499999999	0.0	0.0	0.0	5.106105792	24.0	0.0	34.0	68.0	26.57234396	637.0	0.0	35.367841999999996	35.0	0.0	9.677285357	10.04541885	34.00505207	14.02545546	14.25834839	43.3762464	50.47839846	22.0	23.78961448	42.82616292	39.96588677	95.54297373	15.0	0.0	45.38542772	27.0	32.0	5.907884942999999	42.89841902	0.0	10.40155867	60.0	0.0	0.0	26.0	38.0	0.0	17.08738771	54.0	0.0	17.65296474	8.660584812	23.0	21.0	0.0	28.32810385	69.0	45.0	0.0	25.0	13.18543544	0.0	0.0	23.35706573
C02890_Tetrahydropalmatine	0.0	0.0	0.0	0.0	0.0	0.75381786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.512026499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.447910469	0.0	0.0	0.0	4.301724158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8608215213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C02918_1-Methylnicotinamide	7.759600447	0.0	8.776375996	17.75998961	5.9	0.0	153.7510293	6.131588643	1.8086924469999999	6.683772583	0.0	8.096492708	3.4025270439999997	23.50838034	728.0	19.47143141	5.624367051	0.0	0.0	0.0	0.0	0.0	15.27566121	0.0	0.0	4.98282243	0.0	0.0	16.00417412	0.0	22.15054736	0.0	0.0	52.56124870000001	5.3	0.0	0.0	0.0	459.1566783	7.3388587639999985	0.0	0.0	0.0	0.0	21.0	0.0	7.993100758	0.0	9.391545018	20.78748774	0.0	0.0	10.09384035	26.70708184	9.33451825	9.741888508999999	0.0	0.0	0.0	0.0	18.90246735	0.0	7.223366775	0.0	0.0	6.2006650379999995	5.187952484	0.0	19.0	10.14812318	0.0	0.0	31.19597921	0.0	0.0	0.0	0.0	7.9	0.0	0.0	12.0	0.0	11.12269977	0.0	25.0	0.0	0.0	6.7716443139999996	0.0	0.0	0.0	8.0	0.0	0.0	3.823006105	3.948090947
C02953_7,8-Dihydrobiopterin	0.0	24.61666474	0.0	37.75929955	0.0	0.0	0.0	45.85339266	0.0	0.0	0.0	17.82996444	26.81073513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.56859401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.42391931	0.0	21.02907748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.66328356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.70017301	0.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.912415941	0.0	0.0
C02989_Methionine sulfoxide	1118.666082	446.01336979999996	78.7402435	77.96359926	544.0	95.80572927	82.95921565	36.39003642	133.4395021	155.3800219	81.41723126	56.46995124	54.67938803	53.86228679	165.0	57.86456461	999.0851815	301.0	61.04701333	133.97347720000002	519.0	67.38509281	189.8205438	111.0	927.0	70.63383557	111.0	105.0067244	253.14931980000003	126.985657	80.57691304	520.0	54.70863071	84.57758861	576.0	122.47581100000001	291.0	84.01589812	606.6603056	346.900243	44.94769474	41.0409283	1070.0	910.0	259.0	448.0	61.24272829	50.0	100.2224993	372.76743860000005	1048.0	102.0	99.29406037	72.29627334	167.3190072	384.8981494	55.42012486	118.7524432	118.11229180000001	481.0	62.60015451	15.76434687	159.0597243	81.21366883	1303.0	41.5388755	77.26680999999998	392.0	366.0	170.0663636	170.9759283	1397.0	29.09419824	1721.0	120.0	62.18973319	65.0	2072.0	128.3368061	184.5809179	1159.0	1147.0	1241.626611	65.28045767	122.0	383.0	58.03999255	181.7625283	599.0	1502.0	148.440071	71.0	238.65962969999998	81.86212631	146.7366855	48.43849799
C02997_N-Acetylhistidine	14.70537727	21.57684645	5.867521507999999	8.400547394	37.0	17.95485684	37.93857368	71.30271996	14.77453643	6.890799901	7.496625095	35.36351583	16.44236243	13.32050398	88.0	12.67315157	0.0	12.0	19.04527317	8.319828067000001	9.2	12.00625581	8.898041721	14.0	185.0	35.66245294	0.0	12.26125381	57.18944008	17.43170555	12.0304618	26.0	11.08230932	17.28387496	32.0	10.76386228	7.9	9.671796507	29.61009089	11.78365843	9.745084782000001	19.50729527	21.0	18.0	12.0	26.0	12.82323522	35.0	21.26870873	41.65748399	8.7	0.0	15.58021217	12.8923097	23.999427700000002	49.19002574	8.679670196	28.35967587	26.30605353	52.0	13.17710359	6.059702481	62.62969079999999	20.81387912	45.0	0.0	41.75991218	0.0	35.0	9.301167122999999	11.12059073	19.0	6.25292259	16.0	0.0	14.36784641	0.0	40.0	38.01562217	8.730583013	53.0	0.0	8.451984792000001	5.751245448	8.9	0.0	29.75091259	38.00097218	25.0	22.0	7.936389717999999	17.0	8.03584433	16.74236157	21.62814547	17.62979184
C03139_Guanidinosuccinate	14.42116028	5.644215766	9.985808101	8.540758889	18.0	19.13569701	105.33602830000001	5.356391492	4.365235564	14.37410464	0.0	10.03980681	15.74607395	6.443815959	409.0	44.71617354	15.98106098	0.0	10.80957162	19.2478246	35.0	16.32172179	8.99903513	0.0	72.0	10.51197287	7.9	19.66846215	13.4897371	21.49769573	22.77570643	24.0	6.995476891	30.13976406	0.0	6.2905367089999995	24.0	0.0	155.16207519999998	11.14505817	0.0	0.0	0.0	0.0	0.0	0.0	3.628667089	16.0	0.0	0.0	41.0	20.0	17.69920377	15.89694258	22.59979203	17.46651882	0.0	16.37019005	15.61811852	58.0	7.900605064	0.0	21.15608007	18.36438487	78.0	32.93546569	12.05118937	37.0	46.0	17.30377233	5.348625821000001	28.0	22.24220172	0.0	0.0	0.0	25.0	0.0	20.69476951	17.84479426	0.0	0.0	11.07117616	11.09572267	32.0	8.6	5.129416375	20.90194914	0.0	0.0	20.48993821	12.0	14.7896337	4.874932534	10.40407175	8.663581898
C03172_S-Methylmethionine	0.0	0.0	3.10372977	0.0	0.0	0.0	0.0	4.874679933	0.0	0.0	0.0	4.542603444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.60485585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.935903375	0.0	0.0	0.0	4.040671615	0.0	0.0	0.0	2.0970944680000003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69318422	0.0	0.0	299.0461013000001	0.0	0.0	0.0	0.0	3.1166570589999996	0.0	0.0	0.0	3.9486553110000004	0.0	4.546971238999999	0.0	0.0	0.0	0.0	0.0	14.94529297	0.0	0.0	0.0	2.726383102	0.0	1.503925749	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.90414763	0.0
C03264_2-Hydroxy-4-methylpentanoate	216.05303840000002	228.3203705	0.0	36.55793179	5145.0	0.0	0.0	0.0	0.0	0.0	7.754418266	27.91250776	52.03028456	0.0	1649.0	0.0	67.87787081	692.0	0.0	40.46345136	3187.0	0.0	566.8650772000002	0.0	385.0	379.09331560000004	0.0	0.0	160.26230269999996	0.0	0.0	1848.0	0.0	0.0	96.0	0.0	1461.0	0.0	338.7490033	150.9005882	0.0	108.6179112	1105.0	686.0	2184.0	2614.0	0.0	124.0	0.0	139.2884716	2939.0	81.0	0.0	0.0	0.0	0.0	0.0	108.6807737	0.0	709.0	0.0	0.0	0.0	0.0	9497.0	0.0	87.49114	425.0	2743.0	74.69368073	243.35205359999998	697.0	0.0	1016.0	70.0	0.0	0.0	4545.0	583.2975008	118.07909840000002	805.0	204.0	1053.6915789999996	0.0	28.0	0.0	76.63105794	586.4734783	212.0	1467.0	85.12915492	0.0	0.0	0.0	142.05465790000005	0.0
C03283_2,4-Diaminobutyrate	0.0	0.0	0.0	0.0	0.0	27.43670456	10.86407346	0.0	73.18140996	8.439248872	0.0	0.0	0.0	0.0	0.0	6.118595892999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.059990165	6.689669669	0.0	65.15549485	11.56488401	0.0	5.99309991	0.0	0.0	0.0	0.0	23.49888712	0.0	0.0	0.0	0.0	23.0	0.0	0.0	97.87681018	8.738909553	0.0	0.0	4.880877847	0.0	2.387309292	0.0	0.0	7.274189173	46.56562114	24.0	0.0	11.10151788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.65835043	0.0	17.0	0.0	0.0	0.0	39.33764699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.48779156	0.0	0.0	0.0	21.09972902	0.0	0.0	9.157676375	0.0	0.0	0.0	5.013707902	2.673439869
C03375_Bis(3-aminopropyl)amine	0.0	0.0	0.0	0.0	0.0	1.77085765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2541531940000001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.616641045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.198965007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0733078059999999	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C03406_Argininosuccinate	25.73698755	18.98710847	19.331384699999997	16.36760781	0.0	0.0	24.65693372	23.57653003	9.842305356	11.31558577	8.889503442999999	75.77226939	0.0	0.0	191.0	11.14590462	19.03895783	13.0	0.0	0.0	0.0	0.0	24.81633862	0.0	0.0	0.0	0.0	17.30407082	34.16203584	17.77100789	29.13881745	0.0	7.879051629	29.13537456	40.0	14.43648511	0.0	16.30694834	78.47672505	20.68933859	0.0	19.67681302	0.0	0.0	21.0	0.0	16.82071678	0.0	20.162984299999998	69.51895784	0.0	0.0	26.10783997	37.03303298	0.0	37.20951553	0.0	11.17862827	11.86182291	0.0	38.5335396	9.967012888	0.0	18.56218067	0.0	20.99847928	143.6412717	0.0	14.0	36.39616627	49.57384446	0.0	14.08409345	0.0	0.0	8.858597377999999	0.0	13.0	20.39277561	24.285325	8.6	29.0	35.35802907	12.98628494	12.0	0.0	0.0	19.70188498	0.0	0.0	25.19297535	0.0	24.59022623	0.0	0.0	10.10693751
C03413_N1,N12-Diacetylspermine	31.55575177	4.000532687	1.6985148559999999	4.3972376419999994	5.7	0.0	6.893563386	8.711115715	1.6613553369999998	1.9914050230000002	5.119430815	21.36304401	26.57125311	8.719260649	0.0	0.8682009951999999	1.220603661	0.0	12.96759668	11.78462973	4.6	14.90047898	2.052912117	0.0	4.1	77.09539825	2.4	2.518317491	17.075679100000002	89.77884151	19.06301551	0.0	7.879927979	0.6729622998999999	17.0	10.794355	0.0	0.0	11.47133262	4.81362639	3.86718681	4.113887439	3.4	0.0	25.0	0.0	64.94853798	6.4	16.19186052	57.60488545	4.9	0.0	20.74849405	4.612861569	33.84209179	47.83668998	0.0	51.31925560000001	5.70540649	10.0	26.00176568	0.0	64.66384178	1.574515452	19.0	0.0	11.97431691	0.0	0.0	21.320416899999998	7.206180647	9.3	12.00059521	0.0	1.4	0.5360767078	7.3	16.0	6.14559774	1.2965655459999998	44.0	8.1	3.4044874660000004	1.7737379519999998	9.3	5.2	22.88210658	21.13199452	2.2	5.2	4.9642625460000005	44.0	2.054268113	0.0	16.9117417	10.980025999999999
C03519_N-Acetylphenylalanine	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.34426678	0.0	0.0	0.0	0.0	0.0	77.0	0.0	0.0	36.0	0.0	0.0	0.0	46.0	74.01168563	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.053885407999999	0.0	0.0	40.0	78.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.90541644	0.0	46.0	0.0	0.0	0.0	12.79611271	0.0	0.0	0.0	0.0	48.0	26.01263869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.25169058	0.0	0.0	0.0	0.0	46.92228252	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C03570_Mannosamine	0.0	0.0	2.645943913	214.22655890000001	0.0	0.0	37.56841451	182.6894016	0.0	0.0	0.0	210.4199562	476.0362998	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.544788638	0.0	0.0	46.72042137	0.0	5.677468557999999	0.0	93.54415306	9.567921562999999	0.0	0.0	0.0	161.0	0.0	0.0	0.0	0.0	5.2547888480000005	0.0	35.30018845	0.0	0.0	0.0	0.0	16.6435001	0.0	0.0	0.0	0.0	0.0	86.8773219	94.67250577	0.0	9.859027975	0.0	23.42038683	0.0	0.0	0.0	0.0	34.90774297	29.37661862	0.0	0.0	91.17823466	0.0	0.0	0.0	0.0	0.0	38.17894042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	4.135867015	0.0	0.0	0.0	19.57094543	0.0	0.0	0.0	19.63635861	0.0	0.0	0.0	56.48835284	0.0
